idx,status_label,ttf_label_days,ttf_label_bucket,summary,explanation,recommendations_json,raw_output
428748,FAILED,9.0,7-30,"Window index: 428748

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: days 0-5: frequent bursts across most of the patch; days 5-10: frequent bursts across most of the patch; days 10-15: frequent bursts across most of the patch; days 15-20: frequent bursts across most of the patch; days 20-25: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.72e+04, max=2.74e+04, mean=2.73e+04, last=2.74e+04, delta=192); raw_values=[27220.0, 27340.0, 27364.0, 27388.0, 27412.0]]; days 25-30: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.74e+04, max=2.75e+04, mean=2.75e+04, last=2.75e+04, delta=96); raw_values=[27436.0, 27460.0, 27484.0, 27508.0, 27532.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The drive is failing due to frequent bursts in SMART attributes r_5, r_9, r_12, r_177, r_180, r_181, r_182, r_183, r_184, r_187, r_195, r_197, r_199, r_241, and r_242, indicating increasing reallocated sectors, uncorrectable errors, and pending sectors.","[""Replace the SSD immediately to prevent data loss."", ""Analyze the SMART logs to identify any common operations leading to these failures.""]","{
  ""explanation"": ""The drive is failing due to frequent bursts in SMART attributes r_5, r_9, r_12, r_177, r_180, r_181, r_182, r_183, r_184, r_187, r_195, r_197, r_199, r_241, and r_242, indicating increasing reallocated sectors, uncorrectable errors, and pending sectors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Analyze the SMART logs to identify any common operations leading to these failures.""
  ]
}"
454706,FAILED,13.0,7-30,"Window index: 454706

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: days 0-5: frequent bursts across most of the patch; days 5-10: frequent bursts across most of the patch; days 10-15: frequent bursts across most of the patch; days 15-20: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.72e+04, max=2.73e+04, mean=2.73e+04, last=2.73e+04, delta=96); raw_values=[27209.0, 27233.0, 27257.0, 27281.0, 27305.0]]; days 20-25: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.73e+04, max=2.74e+04, mean=2.74e+04, last=2.74e+04, delta=96); raw_values=[27329.0, 27353.0, 27377.0, 27401.0, 27425.0]]; days 25-30: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.74e+04, max=2.76e+04, mean=2.75e+04, last=2.76e+04, delta=192); raw_values=[27449.0, 27473.0, 27497.0, 27521.0, 27641.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: days 0-5: frequent bursts across most of the patch; days 5-10: frequent bursts across most of the patch; days 10-15: frequent bursts across most of the patch; days 15-20: frequent bursts across most of the patch [NOVEL; raw_stats(min=1.01e+12, max=1.02e+12, mean=1.01e+12, last=1.02e+12, delta=6.47e+09); raw_values=[1009994891264.0, 1011435110400.0, 1013025669120.0, 1014673440768.0, 1016469848064.0]]; days 20-25: frequent bursts across most of the patch; days 25-30: frequent bursts across most of the patch
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_9 (power-on hours), and r_187 (reported uncorrectable errors). These bursts indicate ongoing reallocation of bad sectors and increasing uncorrectable errors, signaling imminent failure.","[""Replace the SSD immediately to prevent data loss."", ""Review and possibly update the backup strategy for critical data.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_9 (power-on hours), and r_187 (reported uncorrectable errors). These bursts indicate ongoing reallocation of bad sectors and increasing uncorrectable errors, signaling imminent failure."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review and possibly update the backup strategy for critical data.""
  ]
}"
454713,FAILED,6.0,<7,"Window index: 454713

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: days 0-5: frequent bursts across most of the patch; days 5-10: frequent bursts across most of the patch; days 10-15: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.73e+04, max=2.74e+04, mean=2.73e+04, last=2.74e+04, delta=96); raw_values=[27257.0, 27281.0, 27305.0, 27329.0, 27353.0]]; days 15-20: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.74e+04, max=2.75e+04, mean=2.74e+04, last=2.75e+04, delta=96); raw_values=[27377.0, 27401.0, 27425.0, 27449.0, 27473.0]]; days 20-25: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.75e+04, max=2.77e+04, mean=2.76e+04, last=2.77e+04, delta=192); raw_values=[27497.0, 27521.0, 27641.0, 27665.0, 27689.0]]; days 25-30: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.77e+04, max=2.78e+04, mean=2.78e+04, last=2.78e+04, delta=96); raw_values=[27713.0, 27737.0, 27761.0, 27785.0, 27809.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_9 (power-on hours), and r_187 (reported uncorrectable errors). These bursts indicate increasing numbers of reallocated sectors and uncorrectable errors, signaling imminent failure.","[""Replace the SSD immediately to prevent data loss."", ""Review system logs for any recent heavy usage or power events that may have contributed to the failure.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_9 (power-on hours), and r_187 (reported uncorrectable errors). These bursts indicate increasing numbers of reallocated sectors and uncorrectable errors, signaling imminent failure."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review system logs for any recent heavy usage or power events that may have contributed to the failure.""
  ]
}"
502014,FAILED,23.0,7-30,"Window index: 502014

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window [NOVEL; raw_stats(min=2.77e+04, max=2.85e+04, mean=2.81e+04, last=2.85e+04, delta=795); raw_values=[27731.0, 27755.0, 27779.0, 27803.0, 27827.0, 27851.0, 27875.0, 27899.0, 27923.0, 27947.0, 27971.0, 27995.0, 28019.0, 28043.0, 28163.0, 28187.0, 28211.0, 28235.0, 28259.0, 28283.0, 28307.0, 28331.0, 28355.0, 28379.0, 28403.0, 28427.0, 28451.0, 28478.0, 28502.0, 28526.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors.","[""Replace the SSD immediately to prevent data loss."", ""Review and update the backup strategy to ensure data integrity.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review and update the backup strategy to ensure data integrity.""
  ]
}"
642944,FAILED,29.0,7-30,"Window index: 642944

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window [NOVEL; raw_stats(min=2.85e+04, max=2.94e+04, mean=2.89e+04, last=2.94e+04, delta=864); raw_values=[28519.0, 28543.0, 28567.0, 28591.0, 28615.0, 28639.0, 28711.0, 28735.0, 28759.0, 28783.0, 28807.0, 28855.0, 28879.0, 28903.0, 28927.0, 28951.0, 28975.0, 28999.0, 29023.0, 29047.0, 29071.0, 29191.0, 29215.0, 29239.0, 29263.0, 29287.0, 29311.0, 29335.0, 29359.0, 29383.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable read errors.","[""Replace the SSD immediately to prevent data loss."", ""Review the logs for any recent heavy usage or unusual activity that may have triggered these failures.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable read errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review the logs for any recent heavy usage or unusual activity that may have triggered these failures.""
  ]
}"
642947,FAILED,26.0,7-30,"Window index: 642947

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window [NOVEL; raw_stats(min=2.86e+04, max=2.95e+04, mean=2.9e+04, last=2.95e+04, delta=864); raw_values=[28591.0, 28615.0, 28639.0, 28711.0, 28735.0, 28759.0, 28783.0, 28807.0, 28855.0, 28879.0, 28903.0, 28927.0, 28951.0, 28975.0, 28999.0, 29023.0, 29047.0, 29071.0, 29191.0, 29215.0, 29239.0, 29263.0, 29287.0, 29311.0, 29335.0, 29359.0, 29383.0, 29407.0, 29431.0, 29455.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors.","[""Replace the SSD immediately to prevent data loss."", ""Review system logs for any recent events that may have caused increased write operations or stress on the SSD.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review system logs for any recent events that may have caused increased write operations or stress on the SSD.""
  ]
}"
653796,FAILED,18.0,7-30,"Window index: 653796

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count) over the past 30 days, indicating increasing numbers of reallocated sectors and uncorrectable errors.","[""Replace the SSD immediately to prevent data loss."", ""Review system logs for any recent changes or workloads that may have stressed the SSD.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count) over the past 30 days, indicating increasing numbers of reallocated sectors and uncorrectable errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review system logs for any recent changes or workloads that may have stressed the SSD.""
  ]
}"
693021,FAILED,30.0,7-30,"Window index: 693021

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window [NOVEL; raw_stats(min=2.78e+04, max=2.87e+04, mean=2.82e+04, last=2.87e+04, delta=864); raw_values=[27793.0, 27817.0, 27841.0, 27865.0, 27937.0, 27961.0, 27985.0, 28009.0, 28033.0, 28057.0, 28081.0, 28105.0, 28153.0, 28177.0, 28201.0, 28225.0, 28249.0, 28273.0, 28297.0, 28417.0, 28441.0, 28465.0, 28489.0, 28513.0, 28537.0, 28561.0, 28585.0, 28609.0, 28633.0, 28657.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors, which signify imminent data corruption and hardware degradation.","[""Replace the SSD immediately to prevent data loss."", ""Review and update backup strategies to ensure data integrity.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors, which signify imminent data corruption and hardware degradation."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review and update backup strategies to ensure data integrity.""
  ]
}"
693026,FAILED,25.0,7-30,"Window index: 693026

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window [NOVEL; raw_stats(min=2.8e+04, max=2.88e+04, mean=2.84e+04, last=2.88e+04, delta=819); raw_values=[27961.0, 27985.0, 28009.0, 28033.0, 28057.0, 28081.0, 28105.0, 28153.0, 28177.0, 28201.0, 28225.0, 28249.0, 28273.0, 28297.0, 28417.0, 28441.0, 28465.0, 28489.0, 28513.0, 28537.0, 28561.0, 28585.0, 28609.0, 28633.0, 28657.0, 28681.0, 28705.0, 28735.0, 28759.0, 28780.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors.","[""Replace the SSD immediately to prevent data loss."", ""Analyze the SMART logs to identify any common causes among other drives.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Analyze the SMART logs to identify any common causes among other drives.""
  ]
}"
693027,FAILED,24.0,7-30,"Window index: 693027

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window [NOVEL; raw_stats(min=2.8e+04, max=2.88e+04, mean=2.84e+04, last=2.88e+04, delta=819); raw_values=[27985.0, 28009.0, 28033.0, 28057.0, 28081.0, 28105.0, 28153.0, 28177.0, 28201.0, 28225.0, 28249.0, 28273.0, 28297.0, 28417.0, 28441.0, 28465.0, 28489.0, 28513.0, 28537.0, 28561.0, 28585.0, 28609.0, 28633.0, 28657.0, 28681.0, 28705.0, 28735.0, 28759.0, 28780.0, 28804.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors.","[""Replace the SSD immediately to prevent data loss."", ""Review system logs for any recent heavy usage or unusual activity that may have contributed to the failure.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review system logs for any recent heavy usage or unusual activity that may have contributed to the failure.""
  ]
}"
699410,FAILED,22.0,7-30,"Window index: 699410

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count) over the past 30 days, indicating increasing numbers of reallocated sectors and uncorrectable errors.","[""Replace the SSD immediately to prevent data loss."", ""Review system logs for any recent heavy usage or unusual activity that may have contributed to the drive's failure.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count) over the past 30 days, indicating increasing numbers of reallocated sectors and uncorrectable errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review system logs for any recent heavy usage or unusual activity that may have contributed to the drive's failure.""
  ]
}"
699413,FAILED,19.0,7-30,"Window index: 699413

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated and uncorrectable sectors, which signify imminent data corruption and hardware degradation.","[""Replace the SSD immediately to prevent data loss."", ""Review and update backup procedures to ensure data integrity.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated and uncorrectable sectors, which signify imminent data corruption and hardware degradation."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review and update backup procedures to ensure data integrity.""
  ]
}"
699416,FAILED,12.0,7-30,"Window index: 699416

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count) over the past 30 days, indicating increasing numbers of reallocated sectors and uncorrectable errors.","[""Replace the SSD immediately to prevent data loss."", ""Review system logs for any recent heavy usage or unusual activity that may have contributed to the failure.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count) over the past 30 days, indicating increasing numbers of reallocated sectors and uncorrectable errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review system logs for any recent heavy usage or unusual activity that may have contributed to the failure.""
  ]
}"
